[203,226,238,178,231,185,229,176,194,174,168]
[200,225,238,176,231,186,228,175,194,173,169]
[201,221,239,177,231,186,229,175,195,174,169]
[201,226,238,177,232,185,229,174,196,174,169]
[201,225,237,177,231,185,228,175,195,174,168]
[201,225,238,176,233,186,228,176,196,173,169]
[202,225,238,177,231,186,229,175,194,174,169]
[201,227,238,178,232,186,228,175,196,173,169]
[202,225,238,178,232,186,229,175,194,174,169]
[201,227,238,177,232,185,229,177,196,175,169]
