[55,122,142,66,135,75,171,43,97,61,43,]
[56,122,141,66,137,75,171,44,98,62,44,]
[55,123,142,67,136,76,171,44,97,60,43,]
[55,123,141,66,136,77,170,44,98,60,43,]
[56,122,142,65,136,77,172,44,96,59,44,]
[55,122,142,67,136,75,172,43,96,59,45,]
[54,122,141,67,136,77,171,46,98,59,43,]
[55,123,141,67,136,75,171,44,97,60,43,]
[55,123,141,67,137,76,171,45,98,62,43,]
[53,122,142,65,137,78,172,44,96,61,44,]
